NAME,ARCHITECTURE,ARCHITECTURE_FULL_NAME,FAMILY,DEVICE,PACKAGE,SPEED,TEMPERATURE_GRADE_LETTER,REVISION,AVAILABLE_IOBS,BLOCK_RAMS,DSP,FLIPFLOPS,GB_TRANSCEIVERS,LUT_ELEMENTS,MMCM,ULTRA_RAMS,SERIES,#VERSION=1
xc7vx690tffg1926-2L,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1926,-2L,E,,720,1470,3600,866400,64,433200,20,
xc7vx690tffg1926-3,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1926,-3,,,720,1470,3600,866400,64,433200,20,
xc7vx690tffg1927-1,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1927,-1,,,600,1470,3600,866400,80,433200,20,
xc7vx690tffg1927-2,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1927,-2,,,600,1470,3600,866400,80,433200,20,
xc7vx690tffg1927-2L,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1927,-2L,E,,600,1470,3600,866400,80,433200,20,
xc7vx690tffg1927-3,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1927,-3,,,600,1470,3600,866400,80,433200,20,
xc7vx690tffg1930-1,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1930,-1,,,1000,1470,3600,866400,24,433200,20,
xc7vx690tffg1930-2,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1930,-2,,,1000,1470,3600,866400,24,433200,20,
xc7vx690tffg1930-2L,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1930,-2L,E,,1000,1470,3600,866400,24,433200,20,
xc7vx690tffg1930-3,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1930,-3,,,1000,1470,3600,866400,24,433200,20,
xc7vx690t_CIVffg1157-1,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1157,-1,,,600,1470,3600,866400,20,433200,20,
xc7vx690t_CIVffg1157-2,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1157,-2,,,600,1470,3600,866400,20,433200,20,
xc7vx690t_CIVffg1157-2L,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1157,-2L,E,,600,1470,3600,866400,20,433200,20,
xc7vx690t_CIVffg1157-3,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1157,-3,,,600,1470,3600,866400,20,433200,20,
xc7vx690t_CIVffg1158-1,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1158,-1,,,350,1470,3600,866400,48,433200,20,
xc7vx690t_CIVffg1158-2,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1158,-2,,,350,1470,3600,866400,48,433200,20,
xc7vx690t_CIVffg1158-2L,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1158,-2L,E,,350,1470,3600,866400,48,433200,20,
xc7vx690t_CIVffg1158-3,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1158,-3,,,350,1470,3600,866400,48,433200,20,
xc7vx690t_CIVffg1761-1,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1761,-1,,,850,1470,3600,866400,36,433200,20,
xc7vx690t_CIVffg1761-2,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1761,-2,,,850,1470,3600,866400,36,433200,20,
xc7vx690t_CIVffg1761-2L,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1761,-2L,E,,850,1470,3600,866400,36,433200,20,
xc7vx690t_CIVffg1761-3,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1761,-3,,,850,1470,3600,866400,36,433200,20,
xc7vx690t_CIVffg1926-1,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1926,-1,,,720,1470,3600,866400,64,433200,20,
xc7vx690t_CIVffg1926-2,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1926,-2,,,720,1470,3600,866400,64,433200,20,
xc7vx690t_CIVffg1926-2L,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1926,-2L,E,,720,1470,3600,866400,64,433200,20,
xc7vx690t_CIVffg1926-3,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1926,-3,,,720,1470,3600,866400,64,433200,20,
xc7vx690t_CIVffg1927-1,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1927,-1,,,600,1470,3600,866400,80,433200,20,
xc7vx690t_CIVffg1927-2,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1927,-2,,,600,1470,3600,866400,80,433200,20,
xc7vx690t_CIVffg1927-2L,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1927,-2L,E,,600,1470,3600,866400,80,433200,20,
xc7vx690t_CIVffg1927-3,virtex7,Virtex-7,virtex7,xc7vx690t_CIV,ffg1927,-3,,,600,1470,3600,866400,80,433200,20,
